Word,Valence,Arousal,Dominance
approaching,0.74,0.557,0.293
approbate,0.646,0.59,0.293
approbation,0.792,0.529,0.293
appropriate,0.833,0.368,0.293
appropriation,0.51,0.632,0.293
approval,0.854,0.46,0.293
approve,0.875,0.548,0.293
approved,0.833,0.349,0.293
approvement,0.88,0.625,0.293
approving,0.917,0.583,0.293
approximate,0.551,0.56,0.293
approximately,0.622,0.396,0.293
approximating,0.583,0.615,0.293
approximation,0.582,0.402,0.293
appurtenances,0.573,0.412,0.293
apricot,0.708,0.32,0.293
apron,0.582,0.208,0.293
apt,0.582,0.418,0.293
aptitude,0.75,0.471,0.293
aqua,0.656,0.292,0.293
aquamarine,0.729,0.306,0.293
aquarium,0.663,0.327,0.293
aquatic,0.677,0.51,0.293
aqueduct,0.551,0.411,0.293
aqueous,0.429,0.27,0.293
arable,0.51,0.35,0.293
arbiter,0.561,0.537,0.293
arbitrary,0.281,0.702,0.293
arbitrate,0.47,0.62,0.293
arbitration,0.587,0.602,0.293
arbitrator,0.385,0.448,0.293
arbor,0.583,0.49,0.293
arc,0.552,0.388,0.293
arcade,0.676,0.521,0.293
arcane,0.5,0.49,0.293
arch,0.5,0.354,0.293
archaeological,0.74,0.441,0.293
archaeologist,0.552,0.451,0.293
archaeology,0.596,0.358,0.293
archaic,0.271,0.327,0.293
archangel,0.837,0.5,0.293
archbishop,0.622,0.28,0.293
archdiocese,0.4,0.321,0.293
archduke,0.458,0.413,0.293
arched,0.582,0.403,0.293
archer,0.573,0.622,0.293
archery,0.594,0.604,0.293
archetype,0.448,0.52,0.293
archipelago,0.745,0.37,0.293
architect,0.776,0.442,0.293
architectural,0.729,0.39,0.293
architecture,0.82,0.39,0.293
archive,0.438,0.294,0.293
arctic,0.615,0.352,0.293
ardent,0.694,0.873,0.293
ardor,0.5,0.78,0.293
arduous,0.344,0.783,0.293
area,0.49,0.306,0.293
arena,0.51,0.235,0.293
areola,0.417,0.396,0.293
areyoukidding,0.429,0.633,0.293
areyoukiddingme,0.365,0.635,0.293
argent,0.594,0.418,0.293
argh,0.26,0.538,0.293
arghh,0.292,0.536,0.293
arghhhh,0.25,0.618,0.293
argue,0.093,0.798,0.293
argument,0.51,0.464,0.293
argumentation,0.479,0.549,0.293
argumentative,0.45,0.531,0.293
arguments,0.541,0.602,0.293
arid,0.323,0.333,0.293
arise,0.75,0.582,0.293
aristocracy,0.688,0.549,0.293
aristocrat,0.583,0.413,0.293
aristocratic,0.449,0.519,0.293
arithmetic,0.453,0.46,0.293
ark,0.396,0.427,0.293
arm,0.552,0.285,0.293
armada,0.408,0.74,0.293
armament,0.198,0.764,0.293
armaments,0.192,0.839,0.293
armature,0.51,0.558,0.293
armchair,0.646,0.164,0.293
armed,0.188,0.75,0.293
armor,0.469,0.625,0.293
armored,0.469,0.509,0.293
armory,0.448,0.663,0.293
armpit,0.283,0.439,0.293
arms,0.464,0.395,0.293
army,0.417,0.759,0.293
aroma,0.823,0.235,0.293
aromatherapy,0.847,0.22,0.293
arousal,0.791,0.943,0.293
arouse,0.74,0.491,0.293
aroused,0.708,0.952,0.293
arraignment,0.406,0.837,0.293
arrange,0.74,0.49,0.293
arranged,0.698,0.531,0.293
arrangement,0.625,0.382,0.293
array,0.521,0.396,0.293
arrears,0.286,0.485,0.293
arrest,0.146,0.951,0.293
arrhythmia,0.265,0.706,0.293
arrival,0.678,0.51,0.293
arrive,0.837,0.406,0.293
arrogance,0.143,0.75,0.293
arrogant,0.115,0.755,0.293
arrow,0.439,0.39,0.293
arsehole,0.276,0.598,0.293
arseholes,0.188,0.545,0.293
arsenal,0.365,0.741,0.293
arsenic,0.281,0.472,0.293
arson,0.133,0.904,0.293
arsonist,0.348,0.84,0.293
art,0.812,0.36,0.293
arterial,0.396,0.51,0.293
artery,0.396,0.58,0.293
artful,0.771,0.608,0.293
arthritis,0.11,0.518,0.293
arthropod,0.344,0.464,0.293
artichoke,0.583,0.218,0.293
article,0.594,0.28,0.293
articles,0.552,0.324,0.293
articulate,0.677,0.462,0.293
articulation,0.479,0.48,0.293
artifact,0.51,0.5,0.293
artifice,0.316,0.696,0.293
artificial,0.306,0.385,0.293
artillery,0.35,0.912,0.293
artisan,0.781,0.33,0.293
artist,0.802,0.442,0.293
artiste,0.844,0.512,0.293
artistic,0.802,0.646,0.293
artistry,0.823,0.346,0.293
artists,0.796,0.667,0.293
artwork,0.896,0.368,0.293
arty,0.49,0.422,0.293
asap,0.571,0.5,0.293
asbestos,0.357,0.481,0.293
ascend,0.83,0.62,0.293
ascendancy,0.724,0.625,0.293
ascendant,0.656,0.673,0.293
ascending,0.826,0.644,0.293
ascension,0.765,0.72,0.293
ascent,0.755,0.627,0.293
ascertain,0.56,0.53,0.293
ascertained,0.531,0.529,0.293
ascetic,0.438,0.375,0.293
ash,0.26,0.21,0.293
ashamed,0.156,0.588,0.293
ashes,0.327,0.279,0.293
ashtray,0.406,0.382,0.293
asinine,0.429,0.472,0.293
ask,0.531,0.44,0.293
asleeep,0.49,0.21,0.293
asleep,0.604,0.1,0.293
asp,0.438,0.489,0.293
asparagus,0.469,0.317,0.293
aspartame,0.469,0.48,0.293
aspect,0.479,0.469,0.293
aspects,0.439,0.48,0.293
aspen,0.479,0.28,0.293
asphalt,0.479,0.264,0.293
asphyxia,0.198,0.704,0.293
asphyxiation,0.059,0.745,0.293
aspiration,0.704,0.724,0.293
aspire,0.812,0.469,0.293
aspirin,0.479,0.271,0.293
aspiring,0.844,0.582,0.293
ass,0.323,0.75,0.293
assail,0.378,0.51,0.293
assailant,0.184,0.868,0.293
assassin,0.073,0.933,0.293
assassinate,0.051,0.969,0.293
assassination,0.083,0.941,0.293
assault,0.167,0.848,0.293
assay,0.633,0.559,0.293
assemblage,0.429,0.452,0.293
assemble,0.542,0.57,0.293
assembled,0.663,0.45,0.293
assembly,0.698,0.5,0.293
assemblyman,0.43,0.538,0.293
assent,0.615,0.515,0.293
assert,0.75,0.619,0.293
asserting,0.694,0.531,0.293
assertion,0.74,0.442,0.293
assertive,0.719,0.412,0.293
assess,0.698,0.5,0.293
assessment,0.75,0.623,0.293
assessor,0.551,0.538,0.293
asset,0.797,0.765,0.293
assets,0.667,0.613,0.293
asshole,0.133,0.582,0.293
assign,0.622,0.417,0.293
assignee,0.51,0.462,0.293
assignment,0.483,0.398,0.293
assimilate,0.559,0.391,0.293
assimilation,0.429,0.378,0.293
assist,0.833,0.435,0.293
assistance,0.656,0.519,0.293
assistant,0.625,0.39,0.293
associate,0.812,0.409,0.293
association,0.745,0.5,0.293
assorted,0.602,0.46,0.293
assortment,0.694,0.36,0.293
assuage,0.745,0.255,0.293
assume,0.698,0.401,0.293
assumed,0.612,0.247,0.293
assuming,0.74,0.39,0.293
assumption,0.479,0.431,0.293
assurance,0.675,0.442,0.293
assure,0.91,0.46,0.293
assured,0.878,0.327,0.293
assuredly,0.786,0.396,0.293
asterisk,0.541,0.288,0.293
asteroid,0.43,0.721,0.293
asteroids,0.361,0.694,0.293
asthma,0.198,0.549,0.293
asthmatic,0.229,0.706,0.293
astigmatism,0.214,0.49,0.293
astonish,0.786,0.845,0.293
astonished,0.51,0.775,0.293
astonishing,0.844,0.802,0.293
astonishingly,0.827,0.898,0.293
astonishment,0.68,0.718,0.293
astound,0.729,0.675,0.293
astral,0.604,0.417,0.293
astray,0.098,0.676,0.293
astringent,0.316,0.5,0.293
astrologer,0.594,0.519,0.293
astrology,0.635,0.34,0.293
astronaut,0.792,0.601,0.293
astronomer,0.75,0.509,0.293
astronomical,0.6,0.632,0.293
astronomy,0.613,0.474,0.293
astute,0.776,0.658,0.293
asunder,0.208,0.442,0.293
asylum,0.407,0.33,0.293
asymmetric,0.58,0.343,0.293
asymmetry,0.476,0.373,0.293
asymptotic,0.479,0.451,0.293
atelier,0.49,0.33,0.293
atheism,0.276,0.46,0.293
atheistic,0.373,0.481,0.293
atherosclerosis,0.25,0.48,0.293
athlete,0.781,0.718,0.293
athletic,0.857,0.798,0.293
athleticism,0.75,0.863,0.293
athletics,0.831,0.691,0.293
atlas,0.531,0.306,0.293
atmosphere,0.604,0.3,0.293
atmospheric,0.531,0.42,0.293
atoll,0.48,0.408,0.293
atom,0.51,0.5,0.293
atomic,0.327,0.817,0.293
atone,0.418,0.673,0.293
atonement,0.55,0.602,0.293
atpeace,0.724,0.298,0.293
atrium,0.469,0.365,0.293
atrocious,0.073,0.811,0.293
atrocity,0.115,0.844,0.293
atrophy,0.177,0.54,0.293
attach,0.52,0.363,0.293
attached,0.562,0.35,0.293
attachment,0.57,0.343,0.293
attack,0.286,0.948,0.293
attacker,0.185,0.962,0.293
attacking,0.276,0.837,0.293
attain,0.806,0.51,0.293
attainable,0.76,0.5,0.293
attainment,0.83,0.52,0.293
attempt,0.625,0.491,0.293
attempted,0.594,0.58,0.293
attend,0.65,0.42,0.293
attendance,0.812,0.5,0.293
attendant,0.58,0.365,0.293
attention,0.74,0.599,0.293
attentionseeker,0.367,0.745,0.293
attentionseekers,0.531,0.673,0.293
attentive,0.812,0.52,0.293
attenuate,0.408,0.302,0.293
attenuated,0.449,0.28,0.293
attenuation,0.458,0.363,0.293
attest,0.439,0.71,0.293
attestation,0.234,0.635,0.293
attic,0.521,0.259,0.293
attire,0.742,0.388,0.293
attitude,0.76,0.644,0.293
attorney,0.6,0.594,0.293
attract,0.796,0.663,0.293
attraction,0.906,0.774,0.293
attractive,0.906,0.63,0.293
attractiveness,0.938,0.667,0.293
attributable,0.704,0.43,0.293
attribute,0.781,0.439,0.293
attribution,0.646,0.467,0.293
attrition,0.229,0.54,0.293
auburn,0.51,0.24,0.293
auction,0.594,0.702,0.293
auctioneer,0.542,0.732,0.293
audacious,0.74,0.875,0.293
audacity,0.76,0.755,0.293
audible,0.673,0.37,0.293
audience,0.698,0.61,0.293
audio,0.709,0.425,0.293
audit,0.375,0.562,0.293
audition,0.75,0.685,0.293
auditions,0.74,0.765,0.293
auditor,0.582,0.571,0.293
auditorium,0.529,0.49,0.293
auditory,0.531,0.481,0.293
aught,0.418,0.135,0.293
augment,0.65,0.683,0.293
augmentation,0.714,0.613,0.293
august,0.652,0.292,0.293
aunt,0.667,0.291,0.293
auntie,0.643,0.275,0.293
aura,0.76,0.333,0.293
aurora,0.817,0.306,0.293
auspices,0.542,0.5,0.293
auspicious,0.562,0.635,0.293
austere,0.5,0.39,0.293
austerity,0.438,0.406,0.293
authentic,0.885,0.51,0.293
authenticate,0.833,0.48,0.293
authentication,0.724,0.491,0.293
authenticity,0.67,0.548,0.293
author,0.775,0.343,0.293
authoritative,0.636,0.52,0.293
authority,0.592,0.592,0.293
authorization,0.521,0.567,0.293
authorize,0.772,0.596,0.293
authorized,0.76,0.458,0.293
authorship,0.667,0.635,0.293
autism,0.235,0.5,0.293
autistic,0.367,0.337,0.293
auto,0.571,0.569,0.293
autobiographical,0.909,0.462,0.293
autobiography,0.735,0.284,0.293
autocorrect,0.551,0.439,0.293
autocratic,0.542,0.577,0.293
autograph,0.735,0.565,0.293
autographed,0.781,0.62,0.293
automated,0.578,0.402,0.293
automatic,0.562,0.433,0.293
automobile,0.753,0.625,0.293
automotive,0.656,0.52,0.293
autonomy,0.781,0.349,0.293
autopilot,0.594,0.462,0.293
autopsy,0.252,0.65,0.293
autumn,0.765,0.204,0.293
auxiliary,0.622,0.471,0.293
avail,0.8,0.43,0.293
availability,0.796,0.544,0.293
available,0.844,0.356,0.293
avalanche,0.265,0.915,0.293
avarice,0.198,0.726,0.293
avatar,0.633,0.41,0.293
avenge,0.073,0.867,0.293
avenger,0.337,0.865,0.293
avenging,0.143,0.88,0.293
avenue,0.677,0.36,0.293
aver,0.492,0.45,0.293
average,0.684,0.28,0.293
aversation,0.582,0.442,0.293
averse,0.253,0.569,0.293
averseness,0.296,0.606,0.293
aversion,0.074,0.663,0.293
avert,0.51,0.388,0.293
aviary,0.5,0.36,0.293
aviation,0.708,0.646,0.293
aviator,0.615,0.7,0.293
avid,0.582,0.459,0.293
avocado,0.677,0.255,0.293
avoid,0.427,0.442,0.293
avoidance,0.47,0.481,0.293
avoiding,0.457,0.433,0.293
await,0.448,0.264,0.293
awake,0.667,0.469,0.293
awaken,0.729,0.412,0.293
awakening,0.745,0.5,0.293
award,0.865,0.745,0.293
awards,0.958,0.736,0.293
aware,0.656,0.34,0.293
awareness,0.684,0.422,0.293
awe,0.469,0.74,0.293
awed,0.364,0.774,0.293
awesome,0.98,0.897,0.293
awesomeness,0.917,0.647,0.293
awestruck,0.615,0.767,0.293
awful,0.061,0.786,0.293
awkward,0.296,0.65,0.293
awkwardness,0.167,0.454,0.293
awning,0.5,0.186,0.293
awry,0.156,0.54,0.293
axe,0.296,0.69,0.293
axial,0.458,0.278,0.293
axiom,0.439,0.441,0.293
axiomatic,0.458,0.392,0.293
axis,0.209,0.25,0.293
axle,0.459,0.294,0.293
ay,0.5,0.557,0.293
aye,0.562,0.42,0.293
azimuth,0.385,0.461,0.293
azure,0.62,0.256,0.293
babble,0.552,0.441,0.293
babbling,0.396,0.418,0.293
babe,0.86,0.536,0.293
baboon,0.357,0.41,0.293
baby,0.837,0.365,0.293
babysit,0.719,0.587,0.293
babysitter,0.656,0.415,0.293
baccalaureate,0.729,0.51,0.293
baccarat,0.583,0.497,0.293
bachelor,0.667,0.406,0.293
bachelorette,0.735,0.78,0.293
back,0.438,0.353,0.293
backboard,0.48,0.259,0.293
backbone,0.538,0.464,0.293
backdoor,0.344,0.41,0.293
backdrop,0.32,0.309,0.293
backer,0.646,0.375,0.293
backfire,0.265,0.612,0.293
backgammon,0.58,0.41,0.293
background,0.399,0.357,0.293
backhand,0.427,0.449,0.293
backhoe,0.398,0.554,0.293
backoff,0.104,0.396,0.293
backpack,0.729,0.278,0.293
backpacker,0.51,0.73,0.293
backroom,0.406,0.5,0.293
backseat,0.388,0.33,0.293
backside,0.182,0.417,0.293
backtrack,0.312,0.525,0.293
backup,0.52,0.51,0.293
backward,0.309,0.367,0.293
backwardness,0.24,0.5,0.293
backwards,0.302,0.372,0.293
backwater,0.312,0.41,0.293
backwoods,0.541,0.35,0.293
backyard,0.552,0.28,0.293
bacon,0.698,0.406,0.293
bacteria,0.177,0.553,0.293
bacterial,0.156,0.5,0.293
bacterium,0.194,0.545,0.293
bad,0.125,0.625,0.293
badass,0.255,0.775,0.293
badday,0.327,0.449,0.293
badfeeling,0.25,0.559,0.293
badge,0.567,0.488,0.293
badger,0.344,0.429,0.293
badhabit,0.184,0.594,0.293
badly,0.073,0.509,0.293
badness,0.094,0.823,0.293
baffle,0.344,0.442,0.293
baffled,0.151,0.6,0.293
bag,0.5,0.25,0.293
bagel,0.531,0.363,0.293
baggage,0.61,0.363,0.293
baggie,0.367,0.427,0.293
baggy,0.521,0.278,0.293
bagman,0.506,0.5,0.293
bagpipes,0.541,0.556,0.293
bail,0.373,0.52,0.293
bailiff,0.347,0.519,0.293
bait,0.276,0.327,0.293
bake,0.867,0.418,0.293
bakery,0.802,0.5,0.293
baking,0.549,0.455,0.293
bal,0.49,0.412,0.293
balance,0.684,0.265,0.293
balanced,0.806,0.255,0.293
balcony,0.562,0.392,0.293
bald,0.306,0.184,0.293
balding,0.302,0.363,0.293
baldy,0.398,0.385,0.293
bale,0.437,0.363,0.293
balk,0.229,0.451,0.293
ball,0.74,0.427,0.293
ballad,0.792,0.284,0.293
ballast,0.354,0.423,0.293
ballerina,0.802,0.66,0.293
ballet,0.656,0.48,0.293
ballgame,0.781,0.79,0.293
ballistic,0.26,0.806,0.293
ballistics,0.271,0.787,0.293
balloon,0.729,0.245,0.293
ballot,0.521,0.361,0.293
ballpark,0.724,0.694,0.293
ballplayer,0.719,0.764,0.293
ballpoint,0.596,0.337,0.293
ballroom,0.847,0.635,0.293
ballsy,0.531,0.491,0.293
balm,0.625,0.275,0.293
balmy,0.684,0.327,0.293
balsam,0.663,0.25,0.293
balsamic,0.582,0.283,0.293
bam,0.427,0.472,0.293
bamboo,0.646,0.222,0.293
ban,0.146,0.689,0.293
banana,0.612,0.23,0.293
band,0.648,0.552,0.293
bandage,0.22,0.327,0.293
bandanna,0.562,0.276,0.293
bandit,0.094,0.796,0.293
bandstand,0.735,0.536,0.293
bandwagon,0.625,0.651,0.293
bandwidth,0.714,0.337,0.293
bane,0.265,0.694,0.293
bang,0.265,0.951,0.293
banger,0.378,0.54,0.293
banish,0.163,0.677,0.293
banished,0.052,0.713,0.293
banishment,0.16,0.775,0.293
banister,0.418,0.41,0.293
banjo,0.469,0.4,0.293
bank,0.562,0.327,0.293
banker,0.586,0.588,0.293
banking,0.51,0.327,0.293
bankroll,0.469,0.57,0.293
bankrupt,0.163,0.673,0.293
bankruptcy,0.01,0.696,0.293
banner,0.521,0.408,0.293
banquet,0.765,0.571,0.293
banshee,0.408,0.565,0.293
banter,0.594,0.677,0.293
banzai,0.55,0.51,0.293
baptism,0.844,0.384,0.293
baptismal,0.646,0.343,0.293
baptize,0.739,0.426,0.293
bar,0.5,0.531,0.293
barb,0.448,0.365,0.293
barbarian,0.323,0.896,0.293
barbaric,0.235,0.798,0.293
barbarism,0.19,0.815,0.293
barbecue,0.792,0.643,0.293
barbed,0.177,0.594,0.293
barber,0.543,0.459,0.293
barbershop,0.597,0.441,0.293
barbie doll,0.729,0.37,0.293
bard,0.47,0.41,0.293
bare,0.333,0.717,0.293
bareback,0.5,0.356,0.293
barefoot,0.445,0.373,0.293
barely,0.448,0.183,0.293
barf,0.34,0.491,0.293
bargain,0.653,0.533,0.293
bargaining,0.622,0.64,0.293
barge,0.469,0.388,0.293
baritone,0.592,0.529,0.293
barium,0.406,0.353,0.293
bark,0.36,0.602,0.293
barkeep,0.48,0.5,0.293
barks,0.427,0.694,0.293
barley,0.614,0.212,0.293
barmaid,0.521,0.472,0.293
barman,0.594,0.61,0.293
barn,0.51,0.452,0.293
barnacle,0.408,0.337,0.293
barney,0.451,0.378,0.293
barnyard,0.51,0.353,0.293
barometer,0.388,0.273,0.293
baron,0.52,0.358,0.293
baroness,0.625,0.453,0.293
baroque,0.49,0.357,0.293
barrack,0.378,0.5,0.293
barracuda,0.333,0.713,0.293
barrage,0.388,0.871,0.293
barred,0.143,0.741,0.293
barrel,0.429,0.298,0.293
barren,0.173,0.373,0.293
barricade,0.323,0.667,0.293
barrier,0.333,0.48,0.293
barring,0.292,0.67,0.293
barrister,0.469,0.57,0.293
barroom,0.686,0.619,0.293
barrow,0.479,0.363,0.293
bartender,0.573,0.698,0.293
barter,0.465,0.559,0.293
base,0.635,0.298,0.293
baseball,0.66,0.76,0.293
baseball bat,0.667,0.567,0.293
baseboard,0.396,0.198,0.293
baseless,0.292,0.382,0.293
baseline,0.483,0.367,0.293
baseman,0.604,0.449,0.293
basement,0.388,0.5,0.293
bases,0.569,0.236,0.293
bash,0.385,0.546,0.293
bashful,0.4,0.406,0.293
basic,0.643,0.102,0.293
basics,0.688,0.311,0.293
basil,0.534,0.274,0.293
basilica,0.612,0.302,0.293
basin,0.552,0.231,0.293
basis,0.602,0.26,0.293
bask,0.76,0.33,0.293
basket,0.458,0.227,0.293
basketball,0.814,0.764,0.293
bass,0.427,0.206,0.293
bass guitar,0.738,0.37,0.293
basso,0.417,0.42,0.293
bassoon,0.5,0.433,0.293
bastard,0.094,0.692,0.293
bastarding,0.104,0.608,0.293
bastards,0.082,0.68,0.293
bastion,0.531,0.5,0.293
bat,0.324,0.409,0.293
batch,0.56,0.357,0.293
batching,0.484,0.42,0.293
bate,0.429,0.525,0.293
bath,0.725,0.26,0.293
bathe,0.677,0.294,0.293
bathhouse,0.602,0.38,0.293
bathing,0.74,0.276,0.293
bathrobe,0.531,0.442,0.293
bathroom,0.561,0.283,0.293
bathtub,0.625,0.24,0.293
bathymetry,0.432,0.48,0.293
baton,0.272,0.235,0.293
battalion,0.333,0.818,0.293
batter,0.561,0.245,0.293
battered,0.08,0.79,0.293
battering,0.21,0.798,0.293
battery,0.48,0.425,0.293
battle,0.365,0.945,0.293
battled,0.292,0.794,0.293
battlefield,0.133,0.918,0.293
battleground,0.156,0.958,0.293
battlements,0.276,0.441,0.293
battleship,0.479,0.75,0.293
batty,0.375,0.619,0.293
bauble,0.698,0.429,0.293
bawdy,0.184,0.823,0.293
bawl,0.385,0.88,0.293
bay,0.719,0.365,0.293
bayonet,0.263,0.775,0.293
bayou,0.469,0.431,0.293
bazaar,0.604,0.34,0.293
bazooka,0.302,0.824,0.293
bday,0.729,0.6,0.293
be,0.67,0.24,0.293
beach,0.885,0.529,0.293
beaches,0.865,0.5,0.293
beacon,0.58,0.407,0.293
bead,0.592,0.388,0.293
beading,0.542,0.32,0.293
beads,0.673,0.388,0.293
beady,0.448,0.417,0.293
beagle,0.649,0.47,0.293
beak,0.375,0.363,0.293
beaker,0.42,0.41,0.293
beam,0.584,0.349,0.293
beaming,0.892,0.654,0.293
bean,0.667,0.269,0.293
beanbag,0.45,0.38,0.293
beanie,0.5,0.23,0.293
bear,0.448,0.57,0.293
bearable,0.542,0.375,0.293
beard,0.49,0.261,0.293
bearded,0.439,0.337,0.293
bearer,0.571,0.547,0.293
bearing,0.571,0.367,0.293
bearings,0.418,0.49,0.293
bearish,0.521,0.549,0.293
bearskin,0.333,0.398,0.293
beast,0.214,0.78,0.293
beastly,0.146,0.874,0.293
beat,0.279,0.647,0.293
beaten,0.083,0.846,0.293
beater,0.438,0.545,0.293
beating,0.153,0.833,0.293
beatnik,0.429,0.51,0.293
beau,0.612,0.44,0.293
beautification,0.885,0.575,0.293
beautiful,0.875,0.614,0.293
beautify,0.898,0.592,0.293
beauty,0.842,0.6,0.293
beaver,0.49,0.344,0.293
bebop,0.482,0.49,0.293
beck,0.58,0.375,0.293
beckon,0.663,0.455,0.293
become,0.641,0.583,0.293
bed,0.604,0.173,0.293
bedding,0.704,0.276,0.293
bedpan,0.51,0.4,0.293
bedrock,0.561,0.34,0.293
bedroom,0.744,0.296,0.293
bedside,0.604,0.167,0.293
bedspread,0.551,0.139,0.293
bedtime,0.673,0.314,0.293
bee,0.52,0.509,0.293
beef,0.582,0.312,0.293
beefsteak,0.594,0.391,0.293
beehive,0.541,0.7,0.293
beep,0.595,0.541,0.293
beeper,0.438,0.72,0.293
beer,0.592,0.654,0.293
bees,0.562,0.635,0.293
beeswax,0.583,0.402,0.293
beetle,0.323,0.356,0.293
befall,0.52,0.663,0.293
befitting,0.708,0.333,0.293
befriend,0.93,0.624,0.293
befuddled,0.156,0.714,0.293
beg,0.292,0.608,0.293
beggar,0.24,0.402,0.293
begging,0.292,0.461,0.293
begin,0.677,0.569,0.293
beginner,0.49,0.48,0.293
beginning,0.816,0.528,0.293
beginnings,0.837,0.527,0.293
begrudge,0.177,0.731,0.293
begun,0.677,0.5,0.293
behappy,0.875,0.557,0.293
behave,0.677,0.363,0.293
behavior,0.594,0.442,0.293
behavioral,0.612,0.44,0.293
behemoth,0.583,0.781,0.293
behest,0.602,0.35,0.293
behold,0.61,0.284,0.293
beholden,0.296,0.555,0.293
beholder,0.714,0.491,0.293
beige,0.49,0.222,0.293
belated,0.24,0.4,0.293
belay,0.5,0.472,0.293
belch,0.194,0.562,0.293
belief,0.896,0.375,0.293
believable,0.866,0.39,0.293
believe,0.781,0.37,0.293
believed,0.5,0.562,0.293
believer,0.725,0.445,0.293
believing,0.87,0.418,0.293
belittle,0.122,0.417,0.293
belittled,0.177,0.392,0.293
bell,0.552,0.51,0.293
bellboy,0.542,0.363,0.293
bellhop,0.5,0.287,0.293
belligerent,0.344,0.68,0.293
bellman,0.54,0.25,0.293
bellow,0.248,0.337,0.293
bellows,0.458,0.515,0.293
belly,0.51,0.388,0.293
bellybutton,0.531,0.283,0.293
bellyful,0.347,0.806,0.293
belong,0.643,0.405,0.293
belongings,0.592,0.38,0.293
beloved,0.969,0.613,0.293
belt,0.541,0.322,0.293
beluga,0.51,0.333,0.293
bemused,0.281,0.49,0.293
bench,0.571,0.289,0.293
bend,0.571,0.324,0.293
bender,0.49,0.51,0.293
bending,0.448,0.565,0.293
beneath,0.354,0.173,0.293
benedictory,0.677,0.438,0.293
benefactor,0.833,0.578,0.293
beneficial,0.82,0.579,0.293
beneficiary,0.776,0.399,0.293
benefit,0.906,0.422,0.293
benevolence,0.786,0.34,0.293
benevolent,0.786,0.407,0.293
benign,0.694,0.44,0.293
bent,0.375,0.453,0.293
benzene,0.439,0.459,0.293
bequeath,0.743,0.5,0.293
bequest,0.661,0.398,0.293
bereaved,0.104,0.479,0.293
bereavement,0.265,0.677,0.293
bereft,0.229,0.49,0.293
beret,0.542,0.24,0.293
bergamot,0.51,0.365,0.293
berlin,0.592,0.423,0.293
berserk,0.398,0.556,0.293
berth,0.295,0.337,0.293
beryllium,0.417,0.412,0.293
beseech,0.33,0.441,0.293
beset,0.385,0.717,0.293
bestdayever,0.76,0.646,0.293
bestfeeling,0.806,0.509,0.293
bestfriends,0.934,0.662,0.293
bestial,0.26,0.761,0.293
besties,0.888,0.509,0.293
bestow,0.656,0.56,0.293
bestseller,0.771,0.643,0.293
bet,0.385,0.698,0.293
beta,0.71,0.37,0.293
betray,0.042,0.87,0.293
betrayal,0.083,0.719,0.293
betrayed,0.122,0.769,0.293
betrothed,0.833,0.63,0.293
betterment,0.898,0.536,0.293
betting,0.237,0.804,0.293
betty,0.542,0.358,0.293
